cust_id,pred_prob
372,0.054
373,0.002
374,0.005
375,0.177
376,0.001
377,0.046
378,0.03
379,0.005
380,0.029
381,0.069
382,0.045
383,0.058
384,0.012
385,0.001
386,0.005
387,0.009
388,0.011
389,0.004
390,0.048
391,0.015
392,0.01
393,0.006
394,0.006
395,0.004
396,0.008
397,0.004
398,0.001
399,0.053
400,0.053
401,0.003
402,0.001
403,0.037
404,0.029
405,0.001
406,0.03
407,0.001
408,0.061
409,0.012
410,0.012
411,0.102
412,0.006
413,0.02
414,0.026
415,0.106
416,0.025
417,0.02
418,0.022
419,0.059
420,0.006
421,0.037
422,0.02
423,0.027
424,0.073
425,0.057
426,0.002
427,0.001
428,0.002
429,0.041
430,0.015
431,0.079
432,0.021
433,0.016
434,0.001
435,0.027
436,0.005
437,0.041
438,0.026
439,0.004
440,0.003
441,0.03
442,0.021
443,0.289
444,0.078
445,0.005
446,0.01
447,0.01
448,0.046
449,0.003
450,0.008
451,0.0
452,0.001
453,0.028
454,0.079
455,0.022
456,0.014
457,0.015
458,0.008
459,0.03
460,0.04
461,0.053
462,0.03
463,0.013
464,0.069
465,0.024
466,0.027
467,0.01
468,0.156
469,0.157
470,0.056
471,0.037
472,0.007
473,0.083
474,0.04
475,0.011
476,0.068
477,0.003
478,0.024
479,0.013
480,0.008
481,0.032
482,0.013
483,0.005
484,0.026
485,0.068
486,0.037
487,0.132
488,0.086
489,0.039
490,0.036
491,0.006
492,0.003
493,0.026
494,0.045
495,0.066
496,0.003
497,0.043
498,0.013
499,0.023
500,0.07
501,0.025
502,0.003
503,0.016
504,0.071
505,0.037
506,0.102
507,0.059
508,0.192
509,0.114
510,0.039
511,0.12
512,0.195
513,0.01
514,0.013
515,0.005
516,0.007
517,0.083
518,0.01
519,0.067
520,0.022
521,0.028
522,0.109
523,0.02
524,0.021
525,0.001
526,0.107
527,0.006
528,0.003
529,0.002
530,0.036
531,0.001
532,0.032
533,0.126
534,0.037
535,0.082
536,0.004
537,0.009
538,0.038
539,0.017
540,0.011
541,0.004
542,0.007
543,0.017
544,0.003
545,0.013
546,0.016
547,0.016
548,0.043
549,0.016
550,0.016
551,0.015
552,0.019
553,0.019
554,0.172
555,0.035
556,0.075
557,0.011
558,0.019
559,0.09
560,0.003
561,0.01
562,0.043
563,0.039
564,0.007
565,0.028
566,0.005
567,0.001
568,0.008
569,0.003
570,0.008
571,0.026
572,0.098
573,0.038
574,0.017
575,0.063
576,0.056
577,0.011
578,0.02
579,0.007
580,0.092
581,0.006
582,0.019
583,0.071
584,0.008
585,0.055
586,0.036
587,0.018
588,0.052
589,0.001
590,0.006
591,0.102
592,0.001
593,0.002
594,0.054
595,0.021
596,0.044
597,0.013
598,0.029
599,0.022
600,0.041
601,0.008
602,0.046
603,0.064
604,0.022
605,0.003
606,0.006
607,0.066
608,0.011
609,0.001
610,0.009
611,0.029
612,0.012
613,0.082
614,0.001
615,0.003
616,0.001
617,0.068
618,0.018
619,0.016
620,0.003
621,0.03
622,0.003
623,0.003
624,0.011
625,0.002
626,0.007
627,0.019
628,0.017
629,0.004
630,0.074
631,0.018
632,0.034
633,0.033
634,0.021
635,0.038
636,0.055
637,0.001
638,0.013
639,0.004
640,0.128
641,0.008
642,0.071
643,0.024
644,0.068
645,0.006
646,0.003
647,0.012
648,0.044
649,0.018
650,0.004
651,0.026
652,0.006
653,0.044
654,0.033
655,0.026
656,0.047
657,0.008
658,0.055
659,0.006
660,0.014
661,0.012
662,0.0
663,0.015
664,0.112
665,0.001
666,0.009
667,0.115
668,0.037
669,0.012
670,0.04
671,0.002
672,0.003
673,0.021
674,0.018
675,0.005
676,0.005
677,0.012
678,0.003
679,0.005
680,0.024
681,0.009
682,0.004
683,0.041
684,0.122
685,0.115
686,0.031
687,0.082
688,0.005
689,0.025
690,0.072
691,0.021
692,0.025
693,0.036
694,0.018
695,0.0
696,0.077
697,0.012
698,0.008
699,0.012
700,0.048
701,0.002
702,0.025
703,0.013
704,0.005
705,0.004
706,0.054
707,0.021
708,0.192
709,0.031
710,0.047
711,0.004
712,0.005
713,0.076
714,0.038
715,0.034
716,0.042
717,0.008
718,0.0
719,0.085
720,0.126
721,0.0
722,0.001
723,0.035
724,0.078
725,0.028
726,0.044
727,0.008
728,0.001
729,0.029
730,0.095
731,0.0
732,0.021
733,0.004
734,0.101
735,0.023
736,0.102
737,0.041
738,0.008
739,0.057
740,0.017
741,0.006
742,0.009
743,0.008
744,0.027
745,0.0
746,0.003
747,0.016
748,0.01
749,0.05
750,0.027
751,0.056
752,0.001
753,0.037
754,0.048
755,0.004
756,0.004
757,0.024
758,0.04
759,0.015
760,0.065
761,0.015
762,0.011
763,0.028
764,0.052
765,0.037
766,0.049
767,0.018
768,0.006
769,0.012
770,0.018
771,0.013
772,0.014
773,0.012
774,0.019
775,0.036
776,0.007
777,0.016
778,0.05
779,0.001
780,0.002
781,0.003
782,0.002
783,0.009
784,0.008
785,0.055
786,0.094
787,0.01
788,0.03
789,0.023
790,0.056
791,0.004
792,0.023
793,0.004
794,0.055
795,0.008
796,0.044
797,0.017
798,0.015
799,0.018
800,0.018
801,0.034
802,0.008
803,0.002
804,0.018
805,0.014
806,0.014
807,0.012
808,0.032
809,0.004
810,0.005
811,0.019
812,0.047
813,0.041
814,0.01
815,0.02
816,0.026
817,0.038
818,0.011
819,0.001
820,0.086
821,0.004
822,0.023
823,0.012
824,0.007
825,0.011
826,0.077
827,0.0
828,0.001
829,0.011
830,0.012
831,0.003
832,0.03
833,0.1
834,0.011
835,0.053
836,0.003
837,0.007
838,0.026
839,0.006
840,0.009
841,0.019
842,0.024
843,0.032
844,0.018
845,0.139
846,0.033
847,0.012
848,0.059
849,0.007
850,0.03
851,0.002
852,0.061
853,0.023
854,0.102
855,0.018
856,0.001
857,0.018
858,0.043
859,0.052
860,0.016
861,0.014
862,0.052
863,0.021
864,0.076
865,0.012
866,0.002
867,0.015
868,0.035
869,0.075
870,0.006
871,0.005
872,0.031
873,0.004
874,0.03
875,0.035
876,0.006
877,0.016
878,0.002
879,0.032
880,0.116
881,0.039
882,0.014
883,0.001
884,0.064
885,0.024
886,0.003
887,0.003
888,0.008
889,0.007
890,0.052
891,0.007
892,0.033
893,0.008
894,0.037
895,0.034
896,0.085
897,0.033
898,0.013
899,0.056
900,0.003
901,0.068
902,0.003
903,0.003
904,0.007
905,0.031
906,0.072
907,0.022
908,0.005
909,0.331
910,0.008
911,0.005
912,0.033
913,0.056
914,0.005
915,0.01
916,0.002
917,0.033
918,0.114
919,0.01
920,0.026
921,0.004
922,0.001
923,0.001
924,0.006
925,0.003
926,0.048
927,0.001
928,0.023
929,0.037
930,0.04
931,0.001
932,0.008
933,0.004
934,0.018
935,0.009
936,0.077
937,0.02
938,0.024
939,0.005
940,0.021
941,0.008
942,0.02
943,0.006
944,0.024
945,0.093
946,0.006
947,0.007
948,0.035
949,0.019
950,0.004
951,0.006
952,0.026
953,0.044
954,0.001
955,0.028
956,0.207
957,0.003
958,0.004
959,0.004
960,0.009
961,0.038
962,0.031
963,0.01
964,0.001
965,0.004
966,0.03
967,0.032
968,0.02
969,0.026
970,0.003
971,0.003
972,0.011
973,0.002
974,0.043
975,0.068
976,0.15
977,0.034
978,0.051
979,0.093
980,0.003
981,0.0
982,0.021
983,0.098
984,0.109
985,0.082
986,0.002
987,0.001
988,0.064
989,0.005
990,0.004
991,0.002
992,0.03
993,0.001
994,0.015
995,0.014
996,0.053
997,0.017
998,0.021
999,0.018
1000,0.006
1001,0.029
1002,0.018
1003,0.024
1004,0.007
1005,0.003
1006,0.044
1007,0.01
1008,0.023
1009,0.04
1010,0.013
1011,0.026
1012,0.002
1013,0.007
1014,0.014
1015,0.008
1016,0.029
1017,0.016
1018,0.005
1019,0.008
1020,0.006
1021,0.005
1022,0.024
1023,0.066
1024,0.022
1025,0.0
1026,0.057
1027,0.002
1028,0.155
1029,0.021
1030,0.017
1031,0.007
1032,0.034
1033,0.005
1034,0.034
1035,0.054
1036,0.039
1037,0.005
1038,0.012
1039,0.133
1040,0.054
1041,0.028
1042,0.001
1043,0.091
1044,0.018
1045,0.018
1046,0.003
1047,0.011
1048,0.021
1049,0.048
1050,0.017
1051,0.025
1052,0.002
1053,0.037
1054,0.06
1055,0.041
1056,0.012
1057,0.02
1058,0.011
1059,0.001
1060,0.091
1061,0.021
1062,0.024
1063,0.037
1064,0.032
1065,0.038
1066,0.015
1067,0.011
1068,0.015
1069,0.004
1070,0.003
1071,0.008
1072,0.004
1073,0.016
1074,0.187
1075,0.047
1076,0.069
1077,0.003
1078,0.016
1079,0.046
1080,0.013
1081,0.027
1082,0.023
1083,0.042
1084,0.018
1085,0.008
1086,0.012
1087,0.003
1088,0.046
1089,0.002
1090,0.03
1091,0.003
1092,0.007
1093,0.029
1094,0.001
1095,0.024
1096,0.001
1097,0.097
1098,0.059
1099,0.055
1100,0.076
1101,0.006
1102,0.002
1103,0.027
1104,0.003
1105,0.057
1106,0.006
1107,0.043
1108,0.003
1109,0.01
1110,0.019
1111,0.059
1112,0.05
1113,0.005
1114,0.019
1115,0.22
1116,0.001
1117,0.003
1118,0.007
1119,0.0
1120,0.002
1121,0.011
1122,0.004
1123,0.031
1124,0.001
1125,0.007
1126,0.001
1127,0.022
1128,0.063
1129,0.044
1130,0.005
1131,0.031
1132,0.092
1133,0.003
1134,0.019
1135,0.01
1136,0.002
1137,0.011
1138,0.046
1139,0.035
1140,0.033
1141,0.051
1142,0.003
1143,0.021
1144,0.082
1145,0.014
1146,0.013
1147,0.003
1148,0.051
1149,0.057
1150,0.028
1151,0.018
1152,0.001
1153,0.021
1154,0.008
1155,0.047
1156,0.002
1157,0.007
1158,0.007
1159,0.053
1160,0.02
1161,0.002
1162,0.051
1163,0.017
1164,0.02
1165,0.015
1166,0.005
1167,0.015
1168,0.002
1169,0.032
1170,0.031
1171,0.027
1172,0.025
1173,0.043
1174,0.024
1175,0.09
1176,0.039
1177,0.004
1178,0.018
1179,0.012
1180,0.038
1181,0.001
1182,0.004
1183,0.077
1184,0.022
1185,0.014
1186,0.003
1187,0.028
1188,0.026
1189,0.008
1190,0.073
1191,0.015
1192,0.064
1193,0.017
1194,0.079
1195,0.002
1196,0.018
1197,0.006
1198,0.03
1199,0.029
1200,0.004
1201,0.081
1202,0.014
1203,0.036
1204,0.033
1205,0.075
1206,0.078
1207,0.002
1208,0.001
1209,0.031
1210,0.003
1211,0.013
1212,0.005
1213,0.027
1214,0.003
1215,0.019
1216,0.019
1217,0.078
1218,0.025
1219,0.018
1220,0.046
1221,0.057
1222,0.009
1223,0.005
1224,0.037
1225,0.002
1226,0.073
1227,0.001
1228,0.025
1229,0.003
1230,0.012
1231,0.009
1232,0.058
1233,0.017
1234,0.031
1235,0.033
1236,0.014
1237,0.007
1238,0.027
1239,0.03
1240,0.053
1241,0.065
1242,0.006
1243,0.047
1244,0.02
1245,0.026
1246,0.043
1247,0.017
1248,0.016
1249,0.015
1250,0.069
1251,0.082
1252,0.014
1253,0.045
1254,0.007
1255,0.016
1256,0.139
1257,0.075
1258,0.002
1259,0.067
1260,0.047
1261,0.005
1262,0.035
1263,0.01
1264,0.111
1265,0.013
1266,0.018
1267,0.01
1268,0.1
1269,0.102
1270,0.004
1271,0.003
1272,0.023
1273,0.026
1274,0.0
1275,0.028
1276,0.026
1277,0.058
1278,0.007
1279,0.03
1280,0.028
1281,0.001
1282,0.013
1283,0.05
1284,0.02
1285,0.221
1286,0.031
1287,0.06
1288,0.034
1289,0.008
1290,0.027
1291,0.01
1292,0.051
1293,0.088
1294,0.013
1295,0.006
1296,0.017
1297,0.103
1298,0.011
1299,0.019
1300,0.002
1301,0.032
1302,0.019
1303,0.068
1304,0.027
1305,0.005
1306,0.001
1307,0.045
1308,0.017
1309,0.005
1310,0.007
1311,0.033
1312,0.039
1313,0.003
1314,0.046
1315,0.004
1316,0.092
1317,0.016
1318,0.019
1319,0.006
1320,0.013
1321,0.006
1322,0.01
1323,0.088
1324,0.124
1325,0.051
1326,0.043
1327,0.008
1328,0.051
1329,0.073
1330,0.011
1331,0.023
1332,0.008
1333,0.033
1334,0.018
1335,0.024
1336,0.06
1337,0.005
1338,0.036
1339,0.013
1340,0.024
1341,0.012
1342,0.006
1343,0.011
1344,0.027
1345,0.035
1346,0.046
1347,0.014
1348,0.005
1349,0.03
1350,0.001
1351,0.05
1352,0.045
1353,0.015
1354,0.013
1355,0.03
1356,0.001
1357,0.03
1358,0.051
1359,0.018
1360,0.008
1361,0.044
1362,0.006
1363,0.046
1364,0.012
1365,0.005
1366,0.187
1367,0.002
1368,0.002
1369,0.025
1370,0.016
1371,0.005
1372,0.0
1373,0.003
1374,0.007
1375,0.032
1376,0.042
1377,0.028
1378,0.005
1379,0.066
1380,0.033
1381,0.004
1382,0.001
1383,0.012
1384,0.0
1385,0.012
1386,0.016
1387,0.008
1388,0.057
1389,0.009
1390,0.002
1391,0.007
1392,0.164
1393,0.014
1394,0.058
1395,0.059
1396,0.043
1397,0.021
1398,0.019
1399,0.025
1400,0.017
1401,0.098
1402,0.004
1403,0.033
1404,0.004
1405,0.008
1406,0.009
1407,0.053
1408,0.025
1409,0.061
1410,0.001
1411,0.002
1412,0.036
1413,0.038
1414,0.402
1415,0.014
1416,0.059
1417,0.012
1418,0.049
1419,0.12
1420,0.002
1421,0.005
1422,0.017
1423,0.04
1424,0.033
1425,0.003
1426,0.036
1427,0.038
1428,0.018
1429,0.004
1430,0.003
1431,0.006
1432,0.008
1433,0.007
1434,0.003
1435,0.018
1436,0.023
1437,0.001
1438,0.084
1439,0.251
1440,0.021
1441,0.01
1442,0.029
1443,0.024
1444,0.026
1445,0.109
1446,0.006
1447,0.001
1448,0.037
1449,0.006
1450,0.014
1451,0.014
1452,0.022
1453,0.007
1454,0.026
1455,0.055
1456,0.011
1457,0.028
1458,0.019
1459,0.004
1460,0.004
1461,0.022
1462,0.003
1463,0.034
1464,0.006
1465,0.02
1466,0.024
1467,0.051
1468,0.022
1469,0.005
1470,0.074
1471,0.027
1472,0.002
1473,0.002
1474,0.131
1475,0.006
1476,0.008
1477,0.056
1478,0.031
1479,0.044
1480,0.049
1481,0.018
1482,0.034
1483,0.035
1484,0.056
1485,0.028
1486,0.038
1487,0.03
1488,0.014
1489,0.031
1490,0.038
1491,0.022
1492,0.037
1493,0.02
1494,0.007
1495,0.009
1496,0.004
1497,0.001
1498,0.011
1499,0.003
1500,0.178
1501,0.005
1502,0.006
1503,0.035
1504,0.004
1505,0.038
1506,0.039
1507,0.0
1508,0.021
1509,0.001
1510,0.003
1511,0.029
1512,0.098
1513,0.089
1514,0.044
1515,0.001
1516,0.022
1517,0.031
1518,0.006
1519,0.009
1520,0.017
1521,0.008
1522,0.108
1523,0.007
1524,0.005
1525,0.009
1526,0.057
1527,0.002
1528,0.009
1529,0.003
1530,0.032
1531,0.016
1532,0.003
1533,0.016
1534,0.036
1535,0.01
1536,0.009
1537,0.005
1538,0.036
1539,0.028
1540,0.035
1541,0.031
1542,0.009
1543,0.001
1544,0.093
1545,0.026
1546,0.041
1547,0.05
1548,0.011
1549,0.009
1550,0.029
1551,0.07
1552,0.085
1553,0.03
1554,0.011
1555,0.022
1556,0.04
1557,0.083
1558,0.129
1559,0.008
1560,0.032
1561,0.004
1562,0.047
1563,0.006
1564,0.046
1565,0.011
1566,0.002
1567,0.006
1568,0.05
1569,0.024
1570,0.002
1571,0.021
1572,0.024
1573,0.059
1574,0.005
1575,0.014
1576,0.003
1577,0.003
1578,0.096
1579,0.063
1580,0.075
1581,0.005
1582,0.013
1583,0.005
1584,0.019
1585,0.009
1586,0.007
1587,0.089
1588,0.013
1589,0.003
1590,0.033
1591,0.0
1592,0.013
1593,0.027
1594,0.044
1595,0.295
1596,0.02
1597,0.009
1598,0.006
1599,0.031
1600,0.002
1601,0.015
1602,0.021
1603,0.074
1604,0.061
1605,0.066
1606,0.031
1607,0.025
1608,0.07
1609,0.005
1610,0.1
1611,0.004
1612,0.042
1613,0.04
1614,0.008
1615,0.024
1616,0.06
1617,0.05
1618,0.017
1619,0.01
1620,0.004
1621,0.051
1622,0.023
1623,0.011
1624,0.024
1625,0.029
1626,0.017
1627,0.003
1628,0.008
1629,0.019
1630,0.052
1631,0.007
1632,0.028
1633,0.008
1634,0.016
1635,0.136
1636,0.063
1637,0.002
1638,0.001
1639,0.1
1640,0.012
1641,0.004
1642,0.015
1643,0.004
1644,0.003
1645,0.018
1646,0.001
1647,0.029
1648,0.07
1649,0.041
1650,0.01
1651,0.054
1652,0.018
1653,0.037
1654,0.003
1655,0.011
1656,0.069
1657,0.061
1658,0.032
1659,0.037
1660,0.047
1661,0.002
1662,0.033
1663,0.053
1664,0.147
1665,0.034
1666,0.014
1667,0.009
1668,0.007
1669,0.025
1670,0.038
1671,0.007
1672,0.012
1673,0.016
1674,0.043
1675,0.001
1676,0.024
1677,0.008
1678,0.007
1679,0.017
1680,0.037
1681,0.083
1682,0.039
1683,0.03
1684,0.001
1685,0.009
1686,0.026
1687,0.014
1688,0.006
1689,0.013
1690,0.007
1691,0.013
1692,0.031
1693,0.043
1694,0.004
1695,0.025
1696,0.013
1697,0.025
1698,0.03
1699,0.031
1700,0.048
1701,0.048
1702,0.021
1703,0.012
1704,0.022
1705,0.086
1706,0.008
1707,0.046
1708,0.006
1709,0.013
1710,0.024
1711,0.009
1712,0.065
1713,0.029
1714,0.059
1715,0.003
1716,0.065
1717,0.069
1718,0.013
1719,0.004
1720,0.007
1721,0.041
1722,0.017
1723,0.019
1724,0.014
1725,0.005
1726,0.014
1727,0.027
1728,0.085
1729,0.021
1730,0.041
1731,0.006
1732,0.056
1733,0.061
1734,0.016
1735,0.021
1736,0.076
1737,0.011
1738,0.026
1739,0.032
1740,0.032
1741,0.005
1742,0.002
1743,0.011
1744,0.008
1745,0.001
1746,0.117
1747,0.012
1748,0.007
1749,0.02
1750,0.004
1751,0.001
1752,0.194
1753,0.006
1754,0.012
1755,0.006
1756,0.103
1757,0.039
1758,0.002
1759,0.03
1760,0.002
1761,0.009
1762,0.007
1763,0.008
1764,0.02
1765,0.02
1766,0.009
1767,0.002
1768,0.01
1769,0.018
1770,0.044
1771,0.004
1772,0.129
1773,0.052
1774,0.04
1775,0.008
1776,0.061
1777,0.239
1778,0.008
1779,0.016
1780,0.011
1781,0.017
1782,0.031
1783,0.095
1784,0.041
1785,0.017
1786,0.046
1787,0.015
1788,0.013
1789,0.029
1790,0.058
1791,0.034
1792,0.01
1793,0.01
1794,0.003
1795,0.005
1796,0.034
1797,0.012
1798,0.009
1799,0.058
1800,0.031
1801,0.014
1802,0.006
1803,0.004
1804,0.051
1805,0.024
1806,0.168
1807,0.042
1808,0.003
1809,0.008
1810,0.095
1811,0.061
1812,0.029
1813,0.001
1814,0.01
1815,0.076
1816,0.057
1817,0.025
1818,0.009
1819,0.021
1820,0.003
1821,0.028
1822,0.024
1823,0.019
1824,0.004
1825,0.054
1826,0.019
1827,0.013
1828,0.004
1829,0.017
1830,0.012
1831,0.042
1832,0.006
1833,0.004
1834,0.004
1835,0.019
1836,0.062
1837,0.006
1838,0.049
1839,0.065
1840,0.029
1841,0.094
1842,0.022
1843,0.04
1844,0.062
1845,0.042
1846,0.006
1847,0.054
1848,0.014
1849,0.059
1850,0.007
1851,0.077
1852,0.006
1853,0.005
1854,0.058
1855,0.046
1856,0.012
1857,0.012
1858,0.165
1859,0.018
1860,0.005
1861,0.029
1862,0.056
1863,0.011
1864,0.005
1865,0.003
1866,0.007
1867,0.009
1868,0.003
1869,0.0
1870,0.029
1871,0.066
1872,0.017
1873,0.004
1874,0.015
1875,0.041
1876,0.009
1877,0.007
1878,0.017
1879,0.003
1880,0.117
1881,0.032
1882,0.044
1883,0.004
1884,0.013
1885,0.058
1886,0.048
1887,0.011
1888,0.022
1889,0.009
1890,0.089
1891,0.05
1892,0.013
1893,0.011
1894,0.089
1895,0.041
1896,0.011
1897,0.022
1898,0.092
1899,0.011
1900,0.007
1901,0.002
1902,0.009
1903,0.052
1904,0.037
1905,0.006
1906,0.012
1907,0.036
1908,0.053
1909,0.075
1910,0.01
1911,0.081
1912,0.018
1913,0.028
1914,0.007
1915,0.001
1916,0.035
1917,0.003
1918,0.003
1919,0.044
1920,0.044
1921,0.009
1922,0.015
1923,0.064
1924,0.006
1925,0.099
1926,0.001
1927,0.025
1928,0.025
1929,0.045
1930,0.001
1931,0.004
1932,0.004
1933,0.036
1934,0.003
1935,0.008
1936,0.035
1937,0.003
1938,0.005
1939,0.04
1940,0.038
1941,0.029
1942,0.025
1943,0.023
1944,0.033
1945,0.024
1946,0.007
1947,0.009
1948,0.052
1949,0.007
1950,0.047
1951,0.057
1952,0.028
1953,0.021
1954,0.033
1955,0.002
1956,0.003
1957,0.033
1958,0.005
1959,0.07
1960,0.003
1961,0.018
1962,0.0
1963,0.057
1964,0.084
1965,0.047
1966,0.005
1967,0.036
1968,0.037
1969,0.019
1970,0.114
1971,0.012
1972,0.03
1973,0.013
1974,0.001
1975,0.051
1976,0.011
1977,0.015
1978,0.022
1979,0.043
1980,0.04
1981,0.052
1982,0.027
1983,0.002
1984,0.072
1985,0.057
1986,0.002
1987,0.004
1988,0.016
1989,0.038
1990,0.019
1991,0.019
1992,0.005
1993,0.116
1994,0.003
1995,0.006
1996,0.083
1997,0.008
1998,0.012
1999,0.026
2000,0.01
2001,0.012
2002,0.003
2003,0.001
2004,0.032
2005,0.024
2006,0.024
2007,0.039
2008,0.003
2009,0.07
2010,0.015
2011,0.02
2012,0.051
2013,0.041
2014,0.007
2015,0.08
2016,0.084
2017,0.06
2018,0.008
2019,0.019
2020,0.088
2021,0.014
2022,0.021
2023,0.025
2024,0.007
2025,0.11
2026,0.089
2027,0.007
2028,0.007
2029,0.034
2030,0.008
2031,0.005
2032,0.022
2033,0.038
2034,0.013
2035,0.012
2036,0.011
2037,0.09
2038,0.004
2039,0.074
2040,0.026
2041,0.003
2042,0.058
2043,0.05
2044,0.004
2045,0.015
2046,0.03
2047,0.001
2048,0.016
2049,0.034
2050,0.007
2051,0.063
2052,0.057
2053,0.02
2054,0.003
2055,0.066
2056,0.043
2057,0.068
2058,0.004
2059,0.075
2060,0.068
2061,0.009
2062,0.004
2063,0.002
2064,0.027
2065,0.003
2066,0.014
2067,0.004
2068,0.003
2069,0.179
2070,0.017
2071,0.001
2072,0.033
2073,0.008
2074,0.018
2075,0.004
2076,0.036
2077,0.078
2078,0.024
2079,0.003
2080,0.005
2081,0.008
2082,0.057
2083,0.049
2084,0.048
2085,0.082
2086,0.027
2087,0.009
2088,0.042
2089,0.02
2090,0.107
2091,0.021
2092,0.011
2093,0.002
2094,0.018
2095,0.119
2096,0.036
2097,0.024
2098,0.103
2099,0.033
2100,0.047
2101,0.019
2102,0.009
2103,0.03
2104,0.055
2105,0.002
2106,0.017
2107,0.019
2108,0.038
2109,0.043
2110,0.008
2111,0.016
2112,0.217
2113,0.046
2114,0.007
2115,0.021
2116,0.01
2117,0.001
2118,0.037
2119,0.008
2120,0.004
2121,0.002
2122,0.001
2123,0.042
2124,0.008
2125,0.049
2126,0.014
2127,0.062
2128,0.027
2129,0.004
2130,0.03
2131,0.101
2132,0.007
2133,0.023
2134,0.01
2135,0.004
2136,0.005
2137,0.016
2138,0.003
2139,0.008
